ISBN,Book-Rating,Year-Of-Publication-Binned,Book-Author-Encoded,Book-Publisher-Encoded,Book-Title-Embeddings,User-Age-Binned,User-Location-Encoded,User-ID
0590436481,9,6.0,250.0,1091.0,2.7207239,-1.6895457216890835,-1.9673257819130714,276984
0590442996,10,6.0,250.0,1091.0,2.6032212,-1.6895457216890835,-1.9673257819130714,276984
342677609X,5,7.0,1993.0,346.0,23.884436,-0.9476558612695865,-2.2550231464454393,276994
3550075359,6,7.0,136.0,1259.0,24.214577,-0.9476558612695865,-2.2550231464454393,276994
0075536498,8,3.0,86.0,767.0,-2.2865658,-1.318600791479335,-1.4494705257548095,277051
006054094X,8,7.0,1856.0,929.0,5.784459,1.6489586501986528,0.8233386540508957,277107
0399141340,8,6.0,4596.0,1000.0,-3.5281155,2.39084851061815,0.1328649791732131,277157
0399146466,6,7.0,5530.0,1001.0,10.811999,2.39084851061815,0.1328649791732131,277157
0684801663,6,6.0,1340.0,1121.0,7.921568,2.39084851061815,0.1328649791732131,277157
0140254188,8,6.0,173.0,924.0,11.982048,0.5361238595694076,-1.9960955183663083,277188
0590442805,9,6.0,4057.0,217.0,1.5452993,-2.060490651898832,1.024726809223553,277203
0717284972,8,6.0,5547.0,484.0,15.416628,-2.060490651898832,1.024726809223553,277203
087701759X,10,6.0,428.0,236.0,7.255316,-2.060490651898832,1.024726809223553,277203
0201000822,10,5.0,5596.0,935.0,6.4566774,0.907068789779156,0.10409524271997632,277427
0471018732,10,6.0,1080.0,631.0,6.1160755,0.907068789779156,0.10409524271997632,277427
067172021X,8,6.0,4711.0,104.0,11.101784,0.907068789779156,0.10409524271997632,277427
0679419853,10,6.0,4908.0,1017.0,8.798764,0.907068789779156,0.10409524271997632,277427
0897330536,8,6.0,1431.0,16.0,4.8668447,0.907068789779156,0.10409524271997632,277427
0898793912,9,6.0,3352.0,1376.0,5.792005,0.907068789779156,0.10409524271997632,277427
156865037X,7,5.0,1148.0,816.0,11.019046,0.907068789779156,0.10409524271997632,277427
1572304510,10,6.0,4610.0,1204.0,6.355593,0.907068789779156,0.10409524271997632,277427
1581690606,7,7.0,939.0,396.0,13.51766,0.907068789779156,0.10409524271997632,277427
0446609749,7,7.0,5608.0,1327.0,-2.5606983,-0.9476558612695865,0.8521083905041325,277469
3423101776,8,7.0,5019.0,325.0,0.5743591,-0.9476558612695865,-1.507009998661283,277471
006008216X,6,7.0,1581.0,537.0,9.877758,-0.20576600085008945,-0.7877665873303638,277478
0451162218,8,5.0,3116.0,1117.0,3.5466273,-0.20576600085008945,-0.7877665873303638,277478
1740595904,7,7.0,1339.0,726.0,12.813448,-0.20576600085008945,-0.7877665873303638,277478
0192823523,8,7.0,4989.0,890.0,5.844475,-0.20576600085008945,-0.5288389592512327,277509
0385492103,8,6.0,1698.0,56.0,-6.3113337,-0.20576600085008945,-0.5288389592512327,277509
0525946241,9,7.0,4272.0,352.0,9.210243,0.907068789779156,0.8808781269573692,277517
0688178456,8,7.0,4921.0,929.0,4.290254,-0.576710931059838,0.1328649791732131,277527
0571212018,5,7.0,4712.0,405.0,7.2472363,-0.9476558612695865,-0.06852317599944432,277562
0061053775,5,7.0,4675.0,93.0,10.168039,2.39084851061815,0.1328649791732131,277563
8401499585,8,6.0,3069.0,956.0,-6.4038796,-0.9476558612695865,-0.2986810676253385,277588
0671823035,7,4.0,2017.0,964.0,11.688881,0.907068789779156,0.8521083905041325,277639
0764222171,5,6.0,3836.0,159.0,12.732512,1.2780137199889046,0.909647863410606,277662
0451210867,5,7.0,5066.0,833.0,-0.73467594,1.6489586501986528,0.2479439249861602,277710
0316117064,8,5.0,2297.0,708.0,11.992736,0.5361238595694076,0.5644110259717647,277744
0375760245,7,7.0,5424.0,1019.0,6.4554777,0.5361238595694076,0.5644110259717647,277744
0553576194,8,7.0,513.0,113.0,8.943402,0.5361238595694076,0.1328649791732131,277746
089480751X,6,6.0,1011.0,1373.0,2.8803995,0.16517892935965903,0.8808781269573692,277901
0394868161,9,0.0,4555.0,1014.0,0.16654575,0.907068789779156,0.21917418853292342,277921
0380978210,5,7.0,2465.0,1356.0,7.4624853,0.5361238595694076,0.5068715530652912,277928
0380782782,9,6.0,907.0,93.0,-3.9928117,-0.20576600085008945,-1.9673257819130714,277929
0425191001,9,7.0,4183.0,153.0,11.124262,-0.20576600085008945,-1.9673257819130714,277929
0505523035,10,6.0,3330.0,732.0,10.1876745,-0.20576600085008945,-1.9673257819130714,277929
0312980353,8,7.0,265.0,1163.0,10.864361,-1.318600791479335,0.5644110259717647,277945
0140096922,9,5.0,3887.0,924.0,-2.475709,-0.576710931059838,0.8808781269573692,277954
0671240862,10,4.0,3464.0,1121.0,6.2672596,1.2780137199889046,0.1328649791732131,277965
0451206274,7,7.0,2037.0,1117.0,7.4467244,0.16517892935965903,0.16163471562644988,277982
0553283960,10,6.0,2525.0,113.0,7.3329625,0.16517892935965903,0.16163471562644988,277982
0812528042,9,5.0,865.0,1228.0,11.310754,1.6489586501986528,0.650720235331475,278026
0140350144,8,5.0,2080.0,924.0,14.710968,-0.576710931059838,0.9671873363170795,278137
0345274695,8,5.0,4163.0,110.0,11.031166,-0.576710931059838,0.9671873363170795,278137
0425189082,9,7.0,3437.0,153.0,5.8672132,-0.576710931059838,0.9671873363170795,278137
0373290861,7,6.0,2873.0,515.0,16.448145,-0.20576600085008945,0.7082597082379486,278188
0553574477,6,6.0,3113.0,113.0,1.3340197,-0.20576600085008945,0.7082597082379486,278188
0670877514,5,6.0,105.0,924.0,3.709894,-0.20576600085008945,0.7082597082379486,278188
0778320022,9,7.0,1312.0,797.0,11.708727,-0.20576600085008945,0.7082597082379486,278188
1551660679,8,6.0,859.0,796.0,-3.4513452,-0.20576600085008945,0.7082597082379486,278188
1551664992,9,6.0,1017.0,796.0,8.216125,-0.20576600085008945,0.7082597082379486,278188
068815090X,5,6.0,588.0,540.0,9.415915,-0.20576600085008945,0.21917418853292342,278202
1401030270,5,7.0,1211.0,1381.0,13.136102,-0.20576600085008945,0.21917418853292342,278202
0316031054,10,6.0,3413.0,714.0,0.73467696,-0.20576600085008945,-1.9960955183663083,278221
0316779032,10,6.0,3640.0,714.0,6.255226,-0.20576600085008945,-1.9960955183663083,278221
0671027441,10,7.0,4266.0,81.0,5.7339153,-0.20576600085008945,-1.9960955183663083,278221
0874776929,9,6.0,1094.0,626.0,6.034787,-0.20576600085008945,-1.9960955183663083,278221
155661246X,9,6.0,2401.0,159.0,-1.4330862,-0.20576600085008945,-1.9960955183663083,278221
1589196635,10,7.0,3413.0,224.0,5.801193,-0.20576600085008945,-1.9960955183663083,278221
0062720732,9,6.0,962.0,534.0,3.182689,-0.20576600085008945,0.8808781269573692,278255
0316926078,5,6.0,1673.0,101.0,12.38218,-0.20576600085008945,0.8808781269573692,278255
0842304673,10,6.0,1013.0,1257.0,4.11995,1.6489586501986528,0.9384175998638428,278356
0060392185,8,6.0,3812.0,539.0,6.176767,0.16517892935965903,0.5931807624250015,278418
0425048543,5,5.0,4347.0,922.0,-0.17119324,0.16517892935965903,0.5931807624250015,278418
044056753X,5,5.0,1113.0,301.0,-5.627001,0.16517892935965903,0.5931807624250015,278418
0451136683,5,5.0,1290.0,922.0,-0.67922664,0.16517892935965903,0.5931807624250015,278418
051788710X,5,6.0,4637.0,1213.0,6.6006618,0.16517892935965903,0.5931807624250015,278418
059088008X,5,6.0,4896.0,1091.0,18.855547,0.16517892935965903,0.5931807624250015,278418
0684835614,8,6.0,3464.0,1234.0,6.438271,0.16517892935965903,0.5931807624250015,278418
0689828896,7,6.0,1106.0,32.0,9.900018,0.16517892935965903,0.5931807624250015,278418
0812508084,5,6.0,3415.0,1228.0,-0.2597801,0.16517892935965903,0.5931807624250015,278418
0871318156,8,6.0,4602.0,741.0,3.2433882,0.16517892935965903,0.5931807624250015,278418
0880380845,8,5.0,1846.0,1363.0,-0.5903689,0.16517892935965903,0.5931807624250015,278418
050552502X,9,7.0,3945.0,732.0,11.677546,-1.318600791479335,0.2479439249861602,278461
0446314854,9,5.0,1542.0,1327.0,11.981903,-0.9476558612695865,-1.0466942154094947,278554
0226848620,10,4.0,4621.0,1275.0,2.7826574,-1.6895457216890835,0.4205623437055808,278582
0312957785,7,6.0,5102.0,1164.0,-1.6678799,-1.6895457216890835,0.4205623437055808,278582
0449223558,9,6.0,2876.0,416.0,2.7813702,-1.6895457216890835,0.4205623437055808,278582
0765344513,6,7.0,1989.0,1227.0,3.9473403,-1.6895457216890835,0.4205623437055808,278582
0684837986,9,6.0,4544.0,1121.0,4.127269,0.5361238595694076,0.8521083905041325,278633
042518692X,7,7.0,4796.0,153.0,11.922707,1.6489586501986528,0.07532550626673955,278694
1865085537,5,7.0,621.0,44.0,6.596277,-0.9476558612695865,-2.024865254819545,278732
0380865610,5,5.0,1876.0,93.0,10.470188,-0.20576600085008945,0.9671873363170795,278851
0843106743,7,5.0,358.0,1000.0,5.6278963,-0.20576600085008945,0.9671873363170795,278851
0914511211,8,6.0,1073.0,57.0,3.4996402,-0.20576600085008945,0.9671873363170795,278851
0425163393,7,6.0,2959.0,153.0,3.23904,-1.318600791479335,0.8233386540508957,278854
0156047624,10,5.0,4641.0,549.0,10.552152,0.5361238595694076,1.024726809223553,53
0553347594,9,6.0,2693.0,112.0,5.4858427,0.5361238595694076,0.16163471562644988,99
3150000335,10,0.0,4894.0,939.0,22.8134,0.16517892935965903,-1.507009998661283,242
3257203659,9,7.0,4459.0,319.0,23.546638,0.16517892935965903,-1.507009998661283,242
0140272100,6,6.0,3688.0,914.0,-2.5726142,-0.20576600085008945,0.535641289518528,243
0312863934,9,6.0,849.0,869.0,-3.6148405,-0.9476558612695865,0.535641289518528,254
0373836023,7,7.0,1887.0,515.0,11.358954,-0.9476558612695865,0.535641289518528,254
0553263633,8,5.0,4459.0,113.0,4.914286,-0.9476558612695865,0.535641289518528,254
156389226X,9,6.0,3996.0,283.0,-0.05847987,-0.9476558612695865,0.535641289518528,254
0670856045,7,6.0,5218.0,1298.0,13.112829,-1.318600791479335,1.024726809223553,272
0345430476,5,6.0,3656.0,110.0,12.007353,0.5361238595694076,0.9959570727703163,300
0671018930,5,7.0,5318.0,962.0,9.794951,0.5361238595694076,0.9959570727703163,300
0198320264,5,7.0,5640.0,890.0,2.3079243,-1.318600791479335,0.5644110259717647,387
0373196989,6,7.0,3759.0,1119.0,16.673773,-1.318600791479335,0.5644110259717647,387
039456894X,8,6.0,5010.0,1017.0,8.965151,-0.20576600085008945,0.9384175998638428,388
0375414746,6,7.0,5246.0,657.0,-2.6109312,-0.576710931059838,0.8233386540508957,424
887641486X,8,7.0,1507.0,378.0,20.434227,1.6489586501986528,-1.1042336883159682,460
0385483724,8,7.0,5326.0,56.0,2.0530057,0.16517892935965903,0.1328649791732131,503
0312312628,9,7.0,2892.0,1162.0,2.074313,-0.20576600085008945,0.8521083905041325,507
034546074X,8,7.0,2783.0,110.0,13.278625,-0.20576600085008945,0.8521083905041325,507
0425115844,7,5.0,430.0,153.0,9.439353,-0.20576600085008945,0.8521083905041325,507
0553294849,7,6.0,5136.0,272.0,2.701848,-0.20576600085008945,0.8521083905041325,507
0743444523,8,7.0,2353.0,962.0,4.001425,-0.20576600085008945,0.8521083905041325,507
1576737357,7,7.0,3764.0,811.0,2.4463978,-1.318600791479335,0.21917418853292342,595
0060164662,10,6.0,346.0,528.0,0.55118203,-1.318600791479335,0.1328649791732131,638
0151000719,10,6.0,4227.0,507.0,4.348791,-1.318600791479335,0.1328649791732131,638
0345428900,8,7.0,4836.0,110.0,-3.4933355,-1.318600791479335,0.1328649791732131,638
0446602086,5,6.0,2390.0,1335.0,8.464463,-0.20576600085008945,-1.9673257819130714,640
0140292918,8,7.0,2757.0,917.0,0.89925575,-0.9476558612695865,-1.53577973511452,643
057120354X,5,7.0,4342.0,403.0,1.7341475,-0.9476558612695865,-1.53577973511452,643
0747538069,8,6.0,1626.0,177.0,15.027107,-0.9476558612695865,-1.53577973511452,643
2253170372,8,6.0,3680.0,668.0,26.221071,-0.9476558612695865,-1.53577973511452,643
0553574167,6,6.0,3.0,113.0,1.4189984,-0.576710931059838,0.21917418853292342,651
0962893862,5,6.0,2449.0,1052.0,-2.6414697,-0.576710931059838,0.21917418853292342,651
0312977905,5,7.0,3569.0,1162.0,10.186313,1.6489586501986528,-0.7877665873303638,695
0064409457,6,7.0,661.0,538.0,11.142084,-1.6895457216890835,0.9959570727703163,709
0152162445,10,7.0,1313.0,751.0,0.22094789,-1.6895457216890835,0.9959570727703163,709
0439221676,5,7.0,4435.0,1091.0,-0.15630543,-1.6895457216890835,0.9959570727703163,709
0440415993,10,7.0,3273.0,680.0,4.0194025,-1.6895457216890835,0.9959570727703163,709
0689832877,10,7.0,3081.0,32.0,4.035006,-1.6895457216890835,0.9959570727703163,709
1551660016,10,6.0,4855.0,797.0,-3.4675748,-0.576710931059838,0.7082597082379486,735
0198320264,10,7.0,5640.0,890.0,2.3079243,-1.318600791479335,0.5644110259717647,741
0590514776,6,6.0,5026.0,1091.0,18.0958,-1.318600791479335,0.5644110259717647,741
0911104542,10,4.0,392.0,1372.0,9.998488,-0.20576600085008945,0.1328649791732131,805
3423009152,5,0.0,890.0,311.0,23.075518,-0.9476558612695865,-1.4207007893015728,850
3492229336,8,6.0,1816.0,948.0,23.39836,-0.9476558612695865,-1.4207007893015728,850
3596133319,6,6.0,5325.0,428.0,23.481958,-0.9476558612695865,-1.4207007893015728,850
0425195899,9,7.0,4051.0,153.0,12.466511,-0.9476558612695865,0.1328649791732131,882
0449700712,9,5.0,1032.0,110.0,10.226905,-0.9476558612695865,0.1328649791732131,882
0441001335,5,6.0,5012.0,17.0,14.464521,-0.9476558612695865,0.8808781269573692,900
0451450604,5,6.0,5612.0,1059.0,9.257744,-0.9476558612695865,0.8808781269573692,900
1853261750,9,6.0,1787.0,819.0,1.7748208,-0.9476558612695865,-0.06852317599944432,901
044100962X,5,7.0,4595.0,17.0,0.52988833,0.16517892935965903,0.8521083905041325,929
0553801031,9,7.0,4818.0,112.0,6.54441,0.16517892935965903,0.8521083905041325,929
0766607119,8,7.0,3413.0,802.0,3.4807644,0.16517892935965903,0.8521083905041325,929
0140620915,10,6.0,1874.0,917.0,1.6387432,-0.20576600085008945,-0.0972929124526811,1025
0575073004,8,7.0,2295.0,466.0,14.841064,-0.20576600085008945,-0.0972929124526811,1025
0802433243,7,7.0,3632.0,806.0,11.778298,-0.9476558612695865,-1.9960955183663083,1048
0895773538,9,6.0,4476.0,1033.0,5.7051377,-1.318600791479335,-2.053634991272782,1063
0451409086,6,7.0,3796.0,867.0,8.189097,-0.576710931059838,-2.053634991272782,1116
0671318314,7,7.0,5012.0,104.0,14.480817,1.2780137199889046,1.024726809223553,1129
0440217806,7,6.0,1253.0,301.0,6.8283734,-0.9476558612695865,0.2479439249861602,1155
0451402103,8,6.0,2527.0,867.0,5.5040116,-0.9476558612695865,0.2479439249861602,1155
0671701053,5,6.0,5055.0,962.0,8.079029,-0.9476558612695865,0.2479439249861602,1155
0373226519,6,7.0,2908.0,515.0,16.399923,0.907068789779156,1.024726809223553,1161
014143984X,9,7.0,594.0,914.0,1.3746053,-0.9476558612695865,-1.53577973511452,1211
0375726322,8,7.0,4436.0,1307.0,12.043452,-0.9476558612695865,-1.53577973511452,1211
2253009164,8,6.0,2432.0,260.0,26.62283,-0.9476558612695865,-1.53577973511452,1211
2264028815,9,6.0,4350.0,367.0,-1.6862946,-0.9476558612695865,-1.53577973511452,1211
2266000489,8,0.0,4499.0,976.0,26.365778,-0.9476558612695865,-1.53577973511452,1211
2707318094,8,7.0,4376.0,795.0,27.412247,-0.9476558612695865,-1.53577973511452,1211
0312205872,10,6.0,3248.0,1157.0,3.956383,-0.576710931059838,0.1328649791732131,1248
0425172554,7,6.0,2649.0,153.0,11.287483,0.5361238595694076,0.27671366143939696,1376
0140185844,9,6.0,4206.0,924.0,1.4226645,-0.576710931059838,-2.3125626193519127,1424
0330357808,6,6.0,2922.0,943.0,13.941322,-0.576710931059838,-2.3125626193519127,1424
0345439481,7,7.0,5147.0,110.0,3.7705758,-0.576710931059838,-2.3125626193519127,1424
0531301427,8,6.0,3755.0,873.0,8.231868,-0.576710931059838,-2.3125626193519127,1424
0676974562,7,7.0,2139.0,1009.0,7.8616014,-0.576710931059838,-2.3125626193519127,1424
0743228480,8,7.0,5368.0,1104.0,4.839937,-0.576710931059838,-2.3125626193519127,1424
0747265097,6,7.0,3367.0,554.0,11.81192,-0.576710931059838,-2.3125626193519127,1424
1400060648,7,7.0,959.0,1009.0,5.835442,-0.576710931059838,-2.3125626193519127,1424
0684863324,9,7.0,3295.0,1121.0,4.2115273,0.16517892935965903,0.5644110259717647,1435
1932270329,6,7.0,3824.0,9.0,9.75912,0.16517892935965903,0.5644110259717647,1435
0140004424,9,4.0,1946.0,917.0,13.637793,-0.576710931059838,0.650720235331475,1485
0380706725,8,6.0,2180.0,93.0,5.4702787,-0.576710931059838,0.650720235331475,1485
037541181X,7,7.0,28.0,657.0,8.84302,-0.576710931059838,0.7082597082379486,1548
0671698419,10,5.0,3384.0,104.0,11.937017,2.0199035804084016,0.27671366143939696,1558
0451147375,5,5.0,2783.0,1117.0,8.843084,-0.576710931059838,0.6794899717847118,1585
0553343874,6,5.0,4159.0,112.0,3.7961717,-0.576710931059838,0.6794899717847118,1585
0060536705,7,7.0,2283.0,93.0,-2.375339,-0.576710931059838,0.8521083905041325,1733
0373168438,9,7.0,3995.0,515.0,16.607582,-0.576710931059838,0.8521083905041325,1733
0373706901,10,6.0,3443.0,515.0,16.391157,-0.576710931059838,0.8521083905041325,1733
0373707959,8,6.0,1228.0,515.0,16.303953,-0.576710931059838,0.8521083905041325,1733
0373835426,7,7.0,2427.0,515.0,10.321851,-0.576710931059838,0.8521083905041325,1733
0380777304,8,6.0,776.0,94.0,10.0989275,-0.576710931059838,0.8521083905041325,1733
0451205189,9,7.0,4920.0,1117.0,1.7801765,-0.576710931059838,0.8521083905041325,1733
0812504364,7,6.0,3628.0,1227.0,4.522907,-0.576710931059838,0.8808781269573692,1791
9500703203,7,5.0,1813.0,1183.0,-6.8615985,0.16517892935965903,0.9671873363170795,1805
0394712447,10,4.0,1450.0,1305.0,6.7906947,-0.9476558612695865,1.024726809223553,1848
0671722727,10,6.0,5640.0,1336.0,2.1312823,-0.9476558612695865,1.024726809223553,1848
0717802418,10,1.0,2977.0,614.0,7.006561,-0.9476558612695865,1.024726809223553,1848
3502517959,7,7.0,5007.0,1083.0,24.20639,0.5361238595694076,-1.4782402622080464,1863
0812530489,10,5.0,4386.0,1227.0,10.068615,-0.9476558612695865,0.4781018166120544,1869
0375757325,9,7.0,1097.0,801.0,1.2174147,0.16517892935965903,-0.2123718582656282,1903
0394743644,10,5.0,2935.0,1305.0,3.1163354,0.16517892935965903,-0.2123718582656282,1903
0879804211,5,5.0,4614.0,1359.0,10.655108,0.16517892935965903,-0.2123718582656282,1903
0062500287,10,5.0,3441.0,530.0,11.378627,-0.20576600085008945,1.024726809223553,2030
0062513982,10,6.0,4257.0,535.0,12.97505,-0.20576600085008945,1.024726809223553,2030
1561707236,10,7.0,5208.0,553.0,6.561273,-0.20576600085008945,1.024726809223553,2030
0061056286,8,6.0,252.0,390.0,-0.36950225,-0.576710931059838,0.5931807624250015,2033
0142500135,7,7.0,3768.0,996.0,12.653823,-0.576710931059838,0.5931807624250015,2033
0316779032,10,6.0,3640.0,714.0,6.255226,-0.576710931059838,0.5931807624250015,2033
0451459423,10,7.0,275.0,1059.0,13.080916,-0.576710931059838,0.5931807624250015,2033
0671027441,10,7.0,4266.0,81.0,5.7339153,-0.576710931059838,0.5931807624250015,2033
0812523040,10,6.0,4092.0,1228.0,8.705492,-0.576710931059838,0.5931807624250015,2033
0886775043,5,6.0,3654.0,288.0,10.519941,-0.576710931059838,0.5931807624250015,2033
0886775205,9,6.0,3869.0,288.0,4.198765,-0.576710931059838,0.5931807624250015,2033
0886776589,9,6.0,3869.0,288.0,-0.2487938,-0.576710931059838,0.5931807624250015,2033
0889652066,8,7.0,1019.0,578.0,6.914567,-0.576710931059838,0.5931807624250015,2033
0316754315,5,6.0,3048.0,708.0,6.878514,-2.060490651898832,0.1328649791732131,2041
8420483885,7,6.0,374.0,37.0,-6.568918,-0.9476558612695865,-0.2986810676253385,2084
8484509125,6,7.0,3680.0,325.0,-6.559752,-0.9476558612695865,-0.2986810676253385,2084
0345260627,10,4.0,71.0,110.0,9.8319,-1.6895457216890835,0.7370294446911854,2110
0373765649,8,7.0,936.0,1119.0,16.630089,-1.6895457216890835,0.7370294446911854,2110
0394553284,7,5.0,2724.0,1304.0,7.817259,-1.6895457216890835,0.7370294446911854,2110
0486270718,10,6.0,1985.0,339.0,0.7627361,-1.6895457216890835,0.7370294446911854,2110
0590213040,10,6.0,2926.0,1091.0,0.56377375,-1.6895457216890835,0.7370294446911854,2110
0679811761,10,6.0,4594.0,1014.0,-0.1575382,-1.6895457216890835,0.7370294446911854,2110
0698119916,8,7.0,3808.0,926.0,0.49892643,-1.6895457216890835,0.7370294446911854,2110
0806512318,6,6.0,2589.0,215.0,2.8162277,-1.6895457216890835,0.7370294446911854,2110
0440236401,8,7.0,942.0,301.0,10.0744705,-0.576710931059838,0.30548339789263373,2132
0843952059,9,7.0,4859.0,691.0,5.6710644,-0.576710931059838,0.30548339789263373,2132
0804110867,8,6.0,2913.0,621.0,3.2401574,-0.9476558612695865,0.1328649791732131,2135
0394757653,7,5.0,4413.0,1305.0,5.5815825,-0.9476558612695865,-1.9385560454598347,2189
0375727434,7,7.0,120.0,1305.0,6.4753714,-0.576710931059838,-1.9673257819130714,2197
0312974728,9,7.0,1304.0,1163.0,9.285251,0.907068789779156,0.7082597082379486,2276
0345357620,8,5.0,4749.0,295.0,9.342347,0.907068789779156,0.7082597082379486,2276
0393310477,7,6.0,1486.0,1319.0,7.003051,0.907068789779156,0.7082597082379486,2276
0449007383,10,7.0,3472.0,415.0,13.329878,0.907068789779156,0.7082597082379486,2276
0449237842,10,5.0,1639.0,110.0,8.259347,0.907068789779156,0.7082597082379486,2276
0451452305,10,6.0,1817.0,1059.0,12.801536,0.907068789779156,0.7082597082379486,2276
0451454499,5,6.0,1817.0,1059.0,13.032465,0.907068789779156,0.7082597082379486,2276
0553240307,10,5.0,4576.0,119.0,8.644854,0.907068789779156,0.7082597082379486,2276
0553289640,6,6.0,1190.0,113.0,8.354619,0.907068789779156,0.7082597082379486,2276
0671547305,9,5.0,2393.0,1167.0,10.585728,0.907068789779156,0.7082597082379486,2276
0671635743,9,5.0,2439.0,1167.0,18.601759,0.907068789779156,0.7082597082379486,2276
0671721178,10,6.0,1555.0,104.0,8.967904,0.907068789779156,0.7082597082379486,2276
0758201931,10,7.0,4582.0,649.0,11.8639,0.907068789779156,0.7082597082379486,2276
0886772850,10,5.0,3767.0,922.0,0.02393691,0.907068789779156,0.7082597082379486,2276
0931580366,8,6.0,4319.0,971.0,8.733031,0.907068789779156,0.7082597082379486,2276
1559723009,10,6.0,54.0,215.0,16.145231,0.907068789779156,0.7082597082379486,2276
0020519109,5,5.0,1640.0,248.0,1.567269,-0.576710931059838,0.9384175998638428,2288
0689823517,10,6.0,4544.0,1125.0,11.2227545,-0.20576600085008945,0.7657991811444221,2337
0345302745,8,6.0,4788.0,416.0,8.7934,-0.9476558612695865,0.9671873363170795,2358
0671034251,8,7.0,2880.0,962.0,12.066893,-0.9476558612695865,0.9671873363170795,2358
0451450876,9,6.0,4639.0,1059.0,8.345467,0.5361238595694076,0.8521083905041325,2363
1857027795,8,0.0,2435.0,441.0,12.466818,0.5361238595694076,-1.9960955183663083,2385
0967224918,7,7.0,4927.0,1201.0,-2.4989357,-0.9476558612695865,0.7082597082379486,2404
8806134817,5,6.0,3058.0,383.0,-6.409182,-0.9476558612695865,0.8521083905041325,2442
8807804506,7,0.0,573.0,418.0,-6.0520916,-0.9476558612695865,0.8521083905041325,2442
0553378260,5,6.0,4576.0,112.0,4.0728164,-0.9476558612695865,0.10409524271997632,2470
3257204833,5,4.0,4176.0,320.0,24.095142,-1.318600791479335,-2.4276415651648597,2552
0385721617,7,7.0,2896.0,56.0,4.3789372,1.6489586501986528,0.5068715530652912,2580
0440911710,7,5.0,3466.0,676.0,4.085097,0.16517892935965903,0.7082597082379486,2719
0156007568,5,7.0,709.0,549.0,7.2694173,-0.20576600085008945,0.7082597082379486,2759
0026890380,9,5.0,863.0,227.0,8.848478,0.5361238595694076,0.9671873363170795,2766
0064440168,9,4.0,4267.0,542.0,6.9180307,0.5361238595694076,0.9671873363170795,2766
0439078059,9,7.0,759.0,1091.0,-6.394942,0.5361238595694076,0.9671873363170795,2766
0688025072,9,5.0,3694.0,539.0,9.496041,0.5361238595694076,0.9671873363170795,2766
0806624302,8,5.0,1365.0,88.0,6.681057,0.5361238595694076,0.9671873363170795,2766
0812568788,8,6.0,3992.0,1227.0,11.960937,0.5361238595694076,0.9671873363170795,2766
0970760094,6,7.0,4649.0,147.0,5.331718,0.5361238595694076,0.9671873363170795,2766
0140380361,9,6.0,2394.0,996.0,13.450019,0.16517892935965903,0.2479439249861602,2776
0553213539,8,5.0,1995.0,117.0,14.870826,-1.318600791479335,0.8233386540508957,2799
1561703249,6,6.0,5281.0,553.0,6.079245,-1.318600791479335,0.8233386540508957,2799
